Datetime,Close,High,Low,Open,Volume
2025-12-15 00:00:00+00:00,88153.5703125,88473.390625,88153.5703125,88167.90625,175022080.0
2025-12-15 00:15:00+00:00,88561.1484375,88571.4921875,88130.1640625,88162.4140625,162521088.0
2025-12-15 00:30:00+00:00,88201.1875,88632.359375,88153.8515625,88544.40625,94519296.0
2025-12-15 00:45:00+00:00,88491.96875,88497.4375,88233.984375,88260.0703125,165015552.0
2025-12-15 01:00:00+00:00,88604.7265625,88604.7265625,88452.6328125,88528.703125,244183040.0
2025-12-15 01:15:00+00:00,88682.4921875,88748.6875,88577.9453125,88614.265625,89649152.0
2025-12-15 01:30:00+00:00,89087.15625,89270.640625,88699.640625,88699.640625,633696256.0
2025-12-15 01:45:00+00:00,89222.875,89334.4921875,88998.3515625,89049.578125,299585536.0
2025-12-15 02:00:00+00:00,89546.5546875,89652.9453125,89263.765625,89263.765625,592474112.0
2025-12-15 02:15:00+00:00,89662.4453125,89983.921875,89545.4609375,89545.4609375,846458880.0
2025-12-15 02:30:00+00:00,89409.15625,89717.1640625,89409.15625,89717.1640625,76595200.0
2025-12-15 02:45:00+00:00,89333.046875,89472.6640625,89285.375,89472.6640625,382029824.0
2025-12-15 03:00:00+00:00,89395.3515625,89438.25,89286.8828125,89325.1953125,325658624.0
2025-12-15 03:15:00+00:00,89430.2109375,89529.25,89400.5234375,89400.5234375,269287424.0
2025-12-15 03:30:00+00:00,89270.71875,89391.4921875,89255.6484375,89391.4921875,245420032.0
2025-12-15 03:45:00+00:00,89300.5546875,89350.4609375,89285.671875,89285.671875,126566400.0
2025-12-15 04:00:00+00:00,89511.9453125,89525.6953125,89286.5859375,89286.5859375,330289152.0
2025-12-15 04:15:00+00:00,89307.2109375,89590.1953125,89296.140625,89511.1328125,18386944.0
2025-12-15 04:30:00+00:00,89625.9296875,89632.1484375,89341.421875,89341.421875,151934976.0
2025-12-15 04:45:00+00:00,89705.4609375,89757.4140625,89640.5390625,89662.21875,285483008.0
2025-12-15 05:00:00+00:00,89660.0546875,89665.2890625,89600.203125,89665.2890625,223617024.0
2025-12-15 05:15:00+00:00,89739.6953125,89743.8125,89657.28125,89657.28125,161751040.0
2025-12-15 05:30:00+00:00,89590.6796875,89724.3671875,89590.6796875,89724.3671875,99885056.0
2025-12-15 05:45:00+00:00,89609.96875,89619.7421875,89503.6640625,89573.5703125,7929856.0
2025-12-15 06:00:00+00:00,89540.9140625,89629.3125,89497.828125,89618.0390625,8962048.0
2025-12-15 06:15:00+00:00,89594.4375,89594.4375,89500.484375,89508.28125,9994240.0
2025-12-15 06:30:00+00:00,89610.6328125,89627.9921875,89567.1640625,89583.5703125,11026432.0
2025-12-15 06:45:00+00:00,89762.5234375,89899.2421875,89609.6328125,89609.6328125,12058624.0
2025-12-15 07:00:00+00:00,89578.9375,89828.03125,89544.40625,89761.3828125,261844992.0
2025-12-15 07:15:00+00:00,89599.609375,89638.390625,89577.7265625,89577.7265625,44716032.0
2025-12-15 07:30:00+00:00,89620.4375,89724.0625,89599.2734375,89599.2734375,122781696.0
2025-12-15 07:45:00+00:00,89765.875,89775.5390625,89617.6015625,89617.6015625,200847360.0
2025-12-15 08:00:00+00:00,89677.328125,89800.4765625,89675.40625,89752.6796875,114929664.0
2025-12-15 08:15:00+00:00,89901.8984375,89901.8984375,89721.53125,89721.53125,291883008.0
2025-12-15 08:30:00+00:00,89854.84375,89908.265625,89808.890625,89868.03125,468836352.0
2025-12-15 08:45:00+00:00,89798.7578125,89861.046875,89798.7578125,89850.296875,435589120.0
2025-12-15 09:00:00+00:00,89829.3046875,89926.109375,89803.671875,89803.671875,402341888.0
