Datetime,Close,High,Low,Open,Volume
2024-02-23 00:00:00+00:00,51062.12890625,51497.93359375,50982.84765625,51283.90625,131149824.0
2024-02-23 04:00:00+00:00,50900.875,51291.86328125,50889.1015625,51076.34765625,156203008.0
2024-02-23 08:00:00+00:00,51205.09765625,51230.33984375,50856.66015625,50901.3125,649513984.0
2024-02-23 12:00:00+00:00,50909.08984375,51256.84375,50821.671875,51207.51171875,1142824960.0
2024-02-23 16:00:00+00:00,51068.0546875,51182.4609375,50631.265625,50908.03515625,651808768.0
2024-02-23 20:00:00+00:00,50723.74609375,51156.55859375,50561.77734375,51080.80078125,128350208.0
2024-02-24 00:00:00+00:00,50837.9609375,50896.78515625,50585.4453125,50736.37109375,52393984.0
2024-02-24 04:00:00+00:00,51056.15234375,51076.11328125,50827.88671875,50836.83203125,48967680.0
2024-02-24 08:00:00+00:00,51105.078125,51154.30859375,50950.98828125,51055.06640625,45541376.0
2024-02-24 12:00:00+00:00,51121.3515625,51158.12890625,51039.234375,51107.5078125,528446976.0
2024-02-24 16:00:00+00:00,51555.61328125,51671.421875,51101.37890625,51103.24609375,1011352576.0
2024-02-24 20:00:00+00:00,51567.67578125,51661.1015625,51465.82421875,51549.921875,306993152.0
2024-02-25 00:00:00+00:00,51606.9765625,51843.48828125,51442.734375,51561.43359375,1181937664.0
2024-02-25 04:00:00+00:00,51719.125,51795.57421875,51511.26171875,51615.83203125,469108736.0
2024-02-25 08:00:00+00:00,51654.2578125,51778.5078125,51551.02734375,51721.4375,360628736.0
2024-02-25 12:00:00+00:00,51492.56640625,51771.2265625,51468.29296875,51647.36328125,252148736.0
2024-02-25 16:00:00+00:00,51666.578125,51722.5390625,51320.25,51522.3203125,522504192.0
2024-02-25 20:00:00+00:00,51720.2890625,51950.02734375,51653.40234375,51671.8359375,618825728.0
2024-02-26 00:00:00+00:00,51558.5234375,51767.61328125,51407.10546875,51730.5390625,159271936.0
2024-02-26 04:00:00+00:00,51299.4765625,51603.85546875,51299.4765625,51557.578125,249484288.0
2024-02-26 08:00:00+00:00,51109.14453125,51372.8515625,50931.03125,51295.86328125,2033920000.0
2024-02-26 12:00:00+00:00,52765.24609375,52808.9296875,50960.9921875,51096.73828125,4781478912.0
2024-02-26 16:00:00+00:00,54454.1171875,54524.58984375,52833.84375,52856.375,9580191744.0
2024-02-26 20:00:00+00:00,54528.9765625,54938.17578125,54310.40625,54523.37890625,3317053440.0
2024-02-27 00:00:00+00:00,55613.6796875,56728.2578125,54484.19921875,54519.36328125,9553358848.0
2024-02-27 04:00:00+00:00,56081.71484375,56453.5234375,55642.36328125,55700.92578125,4487737344.0
2024-02-27 08:00:00+00:00,56490.80078125,56775.08203125,56085.1171875,56085.1171875,2206187520.0
2024-02-27 12:00:00+00:00,56788.875,57416.4296875,56512.85546875,56521.125,5586653184.0
2024-02-27 16:00:00+00:00,57352.046875,57514.609375,56329.2578125,56774.6875,2839369728.0
2024-02-27 20:00:00+00:00,57056.484375,57353.27734375,56636.61328125,57353.27734375,92086272.0
2024-02-28 00:00:00+00:00,56956.53125,57119.91015625,56738.42578125,57071.09765625,728328192.0
2024-02-28 04:00:00+00:00,58223.046875,58317.2421875,56938.6171875,56964.1171875,1364570112.0
2024-02-28 08:00:00+00:00,59038.8125,59489.578125,58239.9453125,58239.9453125,7188099072.0
2024-02-28 12:00:00+00:00,60961.44140625,61278.45703125,58950.796875,58992.24609375,6801952768.0
2024-02-28 16:00:00+00:00,61013.68359375,63913.1328125,59381.46484375,60986.41796875,22047363072.0
2024-02-28 20:00:00+00:00,62492.953125,62632.40625,59831.765625,60993.58984375,6993928192.0
2024-02-29 00:00:00+00:00,61528.21484375,62499.18359375,61115.20703125,62499.18359375,5200863232.0
2024-02-29 04:00:00+00:00,62680.1953125,63585.64453125,61359.9296875,61558.41015625,6986833920.0
2024-02-29 08:00:00+00:00,62945.6328125,63296.1484375,62222.05078125,62688.98046875,5420969984.0
2024-02-29 12:00:00+00:00,62829.76953125,63544.921875,62215.234375,62924.36328125,3855106048.0
2024-02-29 16:00:00+00:00,61568.13671875,62888.28515625,60498.73046875,62796.37890625,2289242112.0
2024-02-29 20:00:00+00:00,61297.05859375,62280.14453125,60684.5,61590.046875,723378176.0
2024-03-01 00:00:00+00:00,61129.2890625,61730.26171875,60802.52734375,61168.0625,638269147.4285715
2024-03-01 04:00:00+00:00,61470.8828125,61754.1953125,61084.2265625,61122.23046875,553160118.8571429
2024-03-01 08:00:00+00:00,61885.74609375,62260.8203125,61374.46875,61458.5703125,468051090.28571427
2024-03-01 12:00:00+00:00,61256.38671875,62631.65625,61211.3203125,61903.66796875,382942061.71428573
2024-03-01 16:00:00+00:00,62201.09765625,62471.23046875,61268.55078125,61268.55078125,297833033.1428572
2024-03-01 20:00:00+00:00,62461.9921875,63155.1015625,62243.62109375,62243.62109375,212724004.5714286
2024-03-02 00:00:00+00:00,62360.2109375,62458.69921875,62013.91015625,62431.65234375,127614976.0
2024-03-02 04:00:00+00:00,62088.69140625,62362.6015625,61866.5390625,62362.6015625,318906368.0
2024-03-02 08:00:00+00:00,61930.19921875,62175.9375,61759.7890625,62080.34765625,434058922.6666667
2024-03-02 12:00:00+00:00,61849.58203125,62214.953125,61657.2890625,61920.23046875,549211477.3333334
2024-03-02 16:00:00+00:00,62156.65234375,62156.65234375,61719.4296875,61842.74609375,664364032.0
2024-03-02 20:00:00+00:00,62026.18359375,62207.85546875,61757.6953125,62165.8828125,779516586.6666667
2024-03-03 00:00:00+00:00,61970.9765625,62031.578125,61694.4296875,62031.578125,894669141.3333334
2024-03-03 04:00:00+00:00,61686.625,62123.75390625,61435.0234375,61966.42578125,1009821696.0
2024-03-03 08:00:00+00:00,61816.875,61907.23828125,61454.9140625,61645.5390625,311441408.0
2024-03-03 12:00:00+00:00,62220.3359375,62642.59375,61831.203125,61831.203125,2396606464.0
2024-03-03 16:00:00+00:00,62767.04296875,62995.12890625,62136.578125,62197.00390625,1914474496.0
2024-03-03 20:00:00+00:00,63153.92578125,63230.2109375,62629.83203125,62766.08984375,1469097984.0
2024-03-04 00:00:00+00:00,63450.8984375,64268.8125,62386.51953125,63137.00390625,7778086912.0
2024-03-04 04:00:00+00:00,64076.93359375,64233.22265625,63274.7890625,63484.98046875,1240346624.0
2024-03-04 08:00:00+00:00,65159.87109375,65565.796875,64069.28515625,64085.4453125,9474453504.0
2024-03-04 12:00:00+00:00,66475.5078125,66550.5234375,64761.52734375,65225.79296875,8259670016.0
2024-03-04 16:00:00+00:00,67481.8671875,67492.796875,66190.546875,66579.890625,9684189184.0
2024-03-04 20:00:00+00:00,68357.734375,68537.03125,66867.234375,67470.5859375,8917450752.0
2024-03-05 00:00:00+00:00,68233.2109375,68785.953125,67706.734375,68341.0546875,1802268672.0
2024-03-05 04:00:00+00:00,66360.1953125,68453.046875,65773.8515625,68215.40625,8309284864.0
2024-03-05 08:00:00+00:00,66682.578125,67132.125,65619.5703125,66234.65625,619716608.0
2024-03-05 12:00:00+00:00,66919.59375,68991.0078125,66552.921875,66691.7421875,5871935488.0
2024-03-05 16:00:00+00:00,61211.64453125,66997.8984375,59986.01953125,66818.0625,11998273536.0
2024-03-05 20:00:00+00:00,63829.02734375,64375.02734375,61442.9375,61442.9375,10819518464.0
2024-03-06 00:00:00+00:00,63346.15234375,64179.55859375,62863.47265625,63814.0859375,5667971072.0
2024-03-06 04:00:00+00:00,66648.9921875,66648.9921875,63309.1640625,63309.1640625,516423680.0
2024-03-06 08:00:00+00:00,67248.8046875,67614.546875,66141.2109375,66697.1796875,2791776256.0
2024-03-06 12:00:00+00:00,66464.0625,67501.0078125,65087.796875,67297.8203125,3450044416.0
2024-03-06 16:00:00+00:00,66877.2578125,67496.3046875,66370.1328125,66503.734375,2891824469.3333335
2024-03-06 20:00:00+00:00,66130.5703125,67428.953125,65773.953125,66818.2109375,2333604522.666667
2024-03-07 00:00:00+00:00,65875.015625,66485.875,65703.640625,66089.3359375,1775384576.0
